name,country,address,website,hall,stand,product_groups_top,product_groups,product_group_count,brands,trend_subjects,distribution_channels,target_markets,profile,detail_url
EMIX Sp. z o.o,Poland,"Rusinowo 73, 87-500 Rypin",https://www.emix.com.pl,11.2,G074,"Chocolate, chocolate products | Fine bakery products | Ice cream, deep-frozen confectionery / raw pastes | Publishers, Organisations | Raw materials and ingredients | Sugar confectionery | Sugar-free confectionary and snacks | Trend Snacks & Natural Snacks","Chocolate, chocolate products > Instant cocoa powder, retail packs | Fine bakery products > Puff pastry products | Fine bakery products > Spiced biscuits | Fine bakery products > Cakes | Fine bakery products > Brown gingerbread | Fine bakery products > Traditional bread / alpine bread | Fine bakery products > Gingerbread | Fine bakery products > Spiced cakes / spiced biscuits | Fine bakery products > Butter cakes | Fine bakery products > Lemon biscuits | Fine bakery products > Brioches | Fine bakery products > Muffins | Fine bakery products > Lactose-free biscuits | Fine bakery products > Gluten-free biscuits | Ice cream, deep-frozen confectionery / raw pastes > Ice cream | Ice cream, deep-frozen confectionery / raw pastes > Pre-portioned packs | Ice cream, deep-frozen confectionery / raw pastes > Other ice-cream products for gastronomic purposes | Publishers, Organisations > Trade and technical publishers | Publishers, Organisations > Trade press | Raw materials and ingredients > Essential oils | Raw materials and ingredients > Whipping agents | Raw materials and ingredients > Baking agents, baking powder, raising agents | Raw materials and ingredients > Decorations | Raw materials and ingredients > Glazes | Raw materials and ingredients > Cacao products -others | Raw materials and ingredients > Chocolate sprinkles | Sugar confectionery > Sugared jellies | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Ginger products | Sugar confectionery > Cocoa confectionery | Sugar confectionery > Dusting and springkling products | Sugar confectionery > Vegan products | Sugar confectionery > Sugar-free products | Sugar confectionery > Sugar-reduced products | Sugar-free confectionary and snacks > Sugar-free sweets | Sugar-free confectionary and snacks > Sugar-free fruit jellies | Sugar-free confectionary and snacks > Sugar-free biscuits | Sugar-free confectionary and snacks > Other sugar-free products | Trend Snacks & Natural Snacks > Products without additives | Trend Snacks & Natural Snacks > Raw Products | Trend Snacks & Natural Snacks > Cereals/Porridge",41,Emix Lucatto,Functional Limited edition Organic Private label Reformulated products Sugar free Vegetarian,,China Japan Middle East Northern Europe Others Eastern Europe South East Asia Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/emix/
Emsland-Stärke GmbH,Germany,"Emslandstr. 58, 49824 Emlichheim",http://www.emsland-group.com,10.1,J030+H031,Raw materials and ingredients,"Raw materials and ingredients > Granulates | Raw materials and ingredients > Plant protein | Raw materials and ingredients > Starches (native, modified, instant) | Raw materials and ingredients > Potatoe products",4,Emden® - Modified Starch Emes® - Modified Starch Emfibre® - Pea Fiber Emjel® - Modified Starch Emox® - Modified Starch Empro® - Pea Protein Empure® - Clean Label Starch,Halal Kosher Vegan,,Colombia India North Africa Northern Europe Others Eastern Europe Russia Southern Europe Türkiye Western Europe,"Emsland Group The Emsland Group is a producer of plant-based starches, proteins, fibers, flakes and granules.",https://www.ism-cologne.com/exhibitor/emsland-staerke_gmbh/
Ennstal Milch KG,Austria,"Bahnhofstrasse 182, 8950 Stainach-Pürgg",https://www.twisst-mocktails.com/en/,11.2,F039,Trend Snacks & Natural Snacks,Trend Snacks & Natural Snacks > Smoothies | Trend Snacks & Natural Snacks > Coffee specialities,2,Twisst,Halal,,Middle East North Africa Northern Europe Others Eastern Europe South East Asia Southern Europe Western Europe,,https://www.ism-cologne.com/exhibitor/ennstal_milch/
"UAB ""EP GAMYBA""",Lithuania,"Paneriu str. 51 106, 03160 Vilnius",https://ep-factory.com/,10.2,G079,"Chocolate, chocolate products | Raw materials and ingredients | Sugar confectionery | Trend Snacks & Natural Snacks","Chocolate, chocolate products > Chocolate bars, filled/solid | Raw materials and ingredients > Fillings, stuffings | Sugar confectionery > Sweets made with non-sugar sweeteners | Trend Snacks & Natural Snacks > Energy and sports bars | Trend Snacks & Natural Snacks > Energy Snacks",5,EP Bar EP Factory,Functional Halal Private label Vegetarian,,Australia Canada Japan Northern Europe Others Eastern Europe Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/ep-gamyba/
EPIC Solutions,Netherlands,"Rijshoutweg 2, 1505 HL ZAANDAM",http://www.epicfoodsupply.com,10.2,A097,"Chocolate, chocolate products | Snack foods | Sugar confectionery | Sugar-free confectionary and snacks","Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Cream chocolate | Chocolate, chocolate products > Chocolate bars, filled/solid | Snack foods > Pretzels/salted cocktail snacks/salted sticks | Snack foods > Peanut puffs | Sugar confectionery > Fizzy sweets | Sugar confectionery > Licorice sweets | Sugar confectionery > Sugared jellies | Sugar confectionery > Licorice/licorice products | Sugar confectionery > Marshmallows | Sugar confectionery > Cotton candy | Sugar confectionery > Sugar-free products | Sugar-free confectionary and snacks > Sugar-free chocolate",13,Cheetos Chocolabu Fanta Fix Dubai Chocolate General Mills Kellogg’s Pickle Juice Rap Snacks Sugar Daddy Takis,Halal Limited edition Sugar free,,Canada Northern Europe Others Eastern Europe Russia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/epic_solutions/
Erbacher Food Intelligence GmbH,Germany,"Im Steiner 2 -4, 63924 Kleinheubach",http://www.food-intelligence.de,10.2,B048,Raw materials and ingredients | Snack foods | Sugar confectionery | Trend Snacks & Natural Snacks,Raw materials and ingredients > Raw materials and ingredients for the production of sweets and snacks - other | Snack foods > Corn snacks | Snack foods > Rice-snacks | Snack foods > Wheat snacks | Snack foods > Vegan snack foods | Snack foods > Sugar-reduced snack foods | Snack foods > Lactose-free snack foods | Snack foods > Gluten-free snack foods | Snack foods > Salt-reduced snack foods | Sugar confectionery > Vegan products | Sugar confectionery > Sugar-reduced products | Sugar confectionery > Lactose-free products | Trend Snacks & Natural Snacks > Other savoury snacks | Trend Snacks & Natural Snacks > Vegan trend snacks | Trend Snacks & Natural Snacks > Cereals/Porridge,15,Erbacher Food Intelligence,Fair trade Functional Halal Kosher Organic Vegan Vegetarian,,Northern Europe Others Eastern Europe Southern Europe Türkiye Western Europe,"Development & Contract Manufacturing of individual Extrudates and Texturates Customised, extruded ingredient solutions for snacks, breakfast cereals, chocolate & more",https://www.ism-cologne.com/exhibitor/erbacher/
EREN GIDA MAD. TUR. SAN. VE TIC.LTD.STI.,Türkiye,"CEVIZLI MALTEPE, Istanbul",https://www.safranlokum.com.tr/,11.2,B031a,"Chocolate, chocolate products | Sugar confectionery","Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Sugar confectionery > Sugared jellies | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Lokum",5,SAFRANBOLU LOLUMCUSU,Halal Organic,,Canada China East Africa Japan Northern Europe South Africa Southern Europe USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/eren_gida/
Erko Foods (HK) Company,Hong Kong,"Flat 704, Eastway Tower 59-99 Main Street East, Hong Kong",http://www.erkofoods.com,11.2,A079,Sugar confectionery | Sugar-free confectionary and snacks,Sugar confectionery > Marshmallows | Sugar-free confectionary and snacks > Sugar-free sweets,2,,Halal Kosher Sugar free,,Australia Brazil Canada China Colombia East Africa India Japan Mexico Middle East North Africa Northern Europe Others Central America Others Eastern Europe Others South America Russia South Africa South East Asia Southern Europe Türkiye USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/erko_foods/
ERT Godis AB,Sweden,"Annavägen 8, 352 46 Växjö",http://www.ertgodis.se,04.2,F021+G028,"Chocolate, chocolate products | Sugar confectionery | Sugar-free confectionary and snacks | Trend Snacks & Natural Snacks","Chocolate, chocolate products > Alpine milk chocolate/Alpine cream chocolate/Alpine full-milk chocolate | Chocolate, chocolate products > Creme chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Tablet of filled chocolate squares | Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > Full-milk almond chocolate | Chocolate, chocolate products > Full-milk hazelnut chocolate | Chocolate, chocolate products > Full-milk nut chocolate | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Coated jellies | Chocolate, chocolate products > Almond chocolates/almond splitz/almond lumps/almond pyramids | Chocolate, chocolate products > Praline (hazelnut praline) chocolates | Chocolate, chocolate products > Creme praline chocolates | Chocolate, chocolate products > Hazelnut chocolates | Chocolate, chocolate products > Gift-eggs | Sugar confectionery > Necklace of sweets | Sugar confectionery > Fizzy sweets | Sugar confectionery > Candies with fructose and/or sweeteners/Diet candies | Sugar confectionery > Drops | Sugar confectionery > Refreshing candies | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Hazelnut sweets/nut sweets/hazelnut praline sweets | Sugar confectionery > Caramel sweets | Sugar confectionery > Chews | Sugar confectionery > Licorice sweets | Sugar confectionery > Licorice toffees | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Peppermint sweets/balls | Sugar confectionery > Cream sweets | Sugar confectionery > Chocolate sweets/chocolate mint sweets | Sugar confectionery > Toffees / Butter-Toffees / Fudge | Sugar confectionery > Sweets made with non-sugar sweeteners | Sugar confectionery > Coated eggs / coated egg arrangements | Sugar confectionery > Chocolate-coated kemels, raisins etc. | Sugar confectionery > Sugared jellies | Sugar confectionery > Sweet gums/jelly bears | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Cocoa confectionery | Sugar confectionery > Cocoa creme/cocoa creme confectionery/cocoa creme products | Sugar confectionery > Chewing gum (bubble gum/with liquid filling/soft gum) | Sugar confectionery > Chewing gum with non-sugar sweeteners | Sugar confectionery > Toys (sweet products combined with toys) | Sugar confectionery > Coconut balls/coconut eggs | Sugar confectionery > Licorice/licorice products | Sugar confectionery > Marshmallows | Sugar confectionery > Coated popcorn/coated puffed-rice | Sugar confectionery > Wine gums | Sugar confectionery > Cotton candy | Sugar confectionery > Sugar-free products | Sugar confectionery > Sugar-reduced products | Sugar-free confectionary and snacks > Sugar-free chocolate | Sugar-free confectionary and snacks > Sugar-free chocolate products | Sugar-free confectionary and snacks > Sugar-free sweets | Sugar-free confectionary and snacks > Sugar-free pastilles | Sugar-free confectionary and snacks > Sugar-free chewing gum | Trend Snacks & Natural Snacks > Energy and sports bars",57,Chokly Jellioo Jellioo kidz Mormor Lisas,Halal Impulse packages Private label Vegan Vegetarian,,Australia Brazil Canada China Colombia East Africa India Japan Mexico Middle East New Zealand North Africa Northern Europe Others Central America Others Eastern Europe Others Oceania Others South America South Africa South East Asia Southern Europe Türkiye USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/ert_godis/
Euphoria s.r.o,Czech Republic,"Dlouhá 730/35, 110 00 Prague",http://euphoria.eu,10.1,D092,"Chocolate, chocolate products | Fine bakery products | Sugar confectionery","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Milk chocolate | Fine bakery products > Bbiscuits assortments/chocolate coated biscuits | Fine bakery products > Coconut cakes / coconut biscuits | Fine bakery products > Cereal cookies | Sugar confectionery > Herbal sweets | Sugar confectionery > Sugared jellies | Sugar confectionery > Sweet gums/jelly bears | Sugar confectionery > Gums and jelly confectionery",9,Euphoria Tyson 2.0,Sugar free Vegan,,Northern Europe Southern Europe Western Europe,,https://www.ism-cologne.com/exhibitor/euphoria_sro/
Eurobrand Sp.z o.o.,Poland,"Plochocinska 111/114, 03-044 Warsaw",https://apetilki.pl/,11.2,G068,Fine bakery products | Sugar confectionery | Sugar-free confectionary and snacks,Fine bakery products > Meringues | Fine bakery products > Sponge fingers | Fine bakery products > Spiced biscuits | Fine bakery products > Wafer assortment / wafer rolls / wafer fingers | Fine bakery products > Wholemeal butter biscuits | Fine bakery products > Sugar-reduced-biscuits | Sugar confectionery > Sweet gums/jelly bears | Sugar confectionery > Gums and jelly confectionery | Sugar-free confectionary and snacks > Sugar-free biscuits | Sugar-free confectionary and snacks > Sugar-free snacks foods,10,Apetilki BLUBLO NaturFit,Fair trade Functional Impulse packages Private label Sugar free,,Canada China India Japan Mexico Middle East Northern Europe Others Eastern Europe South East Asia Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/eurobrand_sp_z_oo/
EUROCHOC S.L,Spain,"Calle Encofradores 1, 02640 Almansa",http://www.eurochoc.es,11.1,H024,"Chocolate, chocolate products","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Pralines with fructose and/or sweeteners/Diet pralines | Chocolate, chocolate products > Fondant chocolates | Chocolate, chocolate products > Hazelnut lumps/hazelnut pyramids/hazelnut chips | Chocolate, chocolate products > Walnut chocolates | Chocolate, chocolate products > Truffle chocolates | Chocolate, chocolate products > Chocolate sticks, solid/filled | Chocolate, chocolate products > Sugar-free chocolate",9,eurochoc Il chocolatier,Impulse packages Private label,,Brazil Japan Mexico North Africa Northern Europe Others Central America Others Eastern Europe Others South America Russia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/eurochoc/
Euro Pâtisserie Producties- Twello B.V.,Netherlands,"Kanaal Zuid 80, 7332 BD APELDOORN, P.O. Box 559, 7300 AN APELDOORN",http://www.europatisserie.nl,03.2,E020,Fine bakery products | Snack foods,Fine bakery products > Butter pretzels/butter pastries/butter biscuits | Fine bakery products > Bbiscuits assortments/chocolate coated biscuits | Fine bakery products > Coconut cakes / coconut biscuits | Fine bakery products > Cakes | Fine bakery products > Almond pastries/almondbiscuits | Fine bakery products > Light shortbread / light shortbread biscuits | Fine bakery products > Speculatius biscuits | Snack foods > Pretzels/salted cocktail snacks/salted sticks | Snack foods > Cheese biscuits/assorted cheese snacks/cheese wafers/ cheese rolls | Snack foods > Salted snacks (pretzels/assortments/sticks),10,,,,Australia Brazil Canada China Colombia Japan Mexico New Zealand Northern Europe Others Central America Others Eastern Europe Others Oceania Others South America South East Asia Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/europatisserie/
