no,name,website,category,booth,attributes,intro,exhibited_products,product_count,product_nos,product_names,image_url,company_url,archived_at
209,Shinfuji Burner SOTO,https://soto.shinfuji.co.jp/category_products/torch/,Seafood,E7-L15,Japan exhibitors | Exportable,We offer professional culinary and confectionery burners and torches. | You can compare burner usability with your hand at our booth: from a burner which can be used easily and safely with an economical butane canister to a handy torch with concentrated flame for detailed work.,"Culinary burners, Aburi burners, Cooking torches, Confectionery torches",3,1564 | 1605 | 1745,Aburi Master CB | Aburi Master Petit | Aburi Master Pro,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_209.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=209,20250314123528
226,Haruna Produce,https://harunabev.co.jp/company/about/,Exports from Japan,S1-R16,Japan exhibitors | Exportable,"We offer a wide variety of Haruna brand beverages. | Visitors will be able to compare and experience quality drinks. | In addition, we will be demonstrating beverages that can be enjoyed with all five senses at the booth.","We offer a wide variety of PET bottled beverages manufactured in Japan for export. | High quality made in Japan, manufactured at our group factories and partner factories that have acquired the global safety standard “FSSC22000” certification. | In addition to tea and natural water, fruit juice and jelly beverages are also available on an OEM basis. | Another highlight of the Haruna brand is the product lineup of beverages collected from all over Japan and the world, just like a select store. | | Translated with DeepL.com (free version)",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_226.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=226,20250314122042
231,"SUGIYO CO.,LTD.",https://www.sugiyo.co.jp/en/,Processed Food,E1-P04,Japan exhibitors | Exportable,"We are a food manufacturer focusing on fish paste products. As a developer of kani-kama, we offer a wide variety of high-quality kani-kama in various forms. We also have chikuwa, deep-fried kamaboko, and “Unagamachan,” a faithful reproduction of kabayaki (broiled eel). | At the booth, visitors will be able to experience the appeal of these products not only as they are, but also through tasting of their arranged menus.","Surimi, Fish paste products, kamaboko, kanikamama, chikuwa, satsuma-age",5,791 | 792 | 739 | 790 | 737,CRAB STICK | DANDANKANIYANAGI | KAORIBAKO IQF | ROYAL CARIB | UNAKAMACHAN,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_231.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=231,20250321044506
238,ANDE,https://ande.co.jp/,Sweets & Snacks,E3-M22,Japan exhibitors | Exportable,Danish Bread made in Kyoto,Danish Bread,4,3478 | 3483 | 3485 | 3474,Can Danish | Demi Danish | Matcha Dainagon Danish Half | Plane Danish,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_238.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=238,20250308024238
246,"Seika Foods Co.,Ltd.",https://www.seikafoods.jp/,Sweets & Snacks,E3-A13,Japan exhibitors | Exportable,"Seika Foods was founded in 1903 as a confectionary wholesaler and was incorporated in 1919. For over 100 years we have been dedicated to producing confectionary that express Kagoshima, for the people of the world. | In 1925 we used pomelo fruit to create Bontan Ame, which quickly became a household favourite all over Japan. In 1931, inspired by the traditional samurai folk tale Oishi Hyoroku's dream we created Hyoroku Mochi, famous for its iconic box art featuring the local hero. In the 1970s we packaged the Kagoshima shaved ice speciality Shirokuma so that it could be enjoyed all over Japan, and continue to create products that are imbued with the history and culture of Kagoshima. |","Bontan Ame, Hyoroku Mochi, Pineapple Ame, Shooga Ame, Satsumaimo Caramel,Ramune Mochi, Choco Mochi, Ume Mochi, Peach Mochi,Kokutou mochi",2,7933 | 7937,Bontan Ame | Bontan Ame,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_246.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=246,20250311185036
251,LINTEC Corporation,https://www.lintec.co.jp/products/exhibition/foodexjapan2025.html,FOODEX Frozen Machines & Technology,E6-U13,Japan exhibitors | Exportable,"―Function corner | 〇Labelstock for application under chilled environment | ・Hot-melt permanent adhesive ""CHILL AT"" | ・Hot-melt low adhesive ""Re-closed type"" | | ―Design Corner | 〇Japanese paper label materials | 〇The metal-like label materials | 〇Fluorine-free oil resistance papers",Lintec's chilled environment label material “CHILL AT” has excellent adhesion in chilled environments (-5 to 5°C) and can be applied directly to food products. It is a label material that meets the needs of various low-temperature environments.,0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_251.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=251,20250308011821
260,"Will Co.,Ltd.",http://willfranchise.com,FOODEX Frozen Processed Food,E6-W01,Japan exhibitors | Exportable,"We are tasting the most popular ""butter masala curry"" among the additive-free, allergy-friendly frozen vegan curries. | Try it and see how high the quality is.","It is a frozen vegan curry that is additive-free and allergy-friendly. | It comes in six flavors and is available for a wide range of customers, from children to the elderly. | Warm it in a bain-marie for 4 minutes while it is frozen, and it's done! | It is a popular product as a time-saving dish for busy mothers and single-person households. | | 1, Vegan but rich in nutrition | Most of the ingredients are made of vegetables, and it is a healthy food with a strong taste and rich nutrients that makes the most of the ingredients. | Certified by The Vegan Society, the world's most authoritative certification body in the United Kingdom. | | 2, Gluten-free, allergy compatible with 8 main items | Since it does not use specific raw materials such as wheat, milk, eggs, shrimp, crabs, walnuts, buckwheat, and peanuts, it is safe and secure for children. | | 3. No food additives | Designated by the Ministry of Health, Labor and Welfare, it is safe and secure because it does not use any food additives. | | FSSC22000 Acquired |",5,3524 | 3520 | 3535 | 3526 | 3533,will Tomato masala curry | will curry | will Red chili curry | Will Spinach curry | will Coconut curry,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_260.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=260,20250307021711
271,Yokkaichi Chamber of Commerce and Industry,https://www.yokkaichi-cci.or.jp/,Exports from Japan,S1-C15,Japan exhibitors | Exportable,"Yokkaichi City is located near the center of Japan, with the Suzuka Mountains to the west and Ise Bay to the east. This beautiful natural environment has allowed us to cultivate a rich variety of exceptional foods and beverages. | | At our booth, we offer Japanese sake, Vinegar, Tea, ready-to-eat Curry, Tsukudani (Japanese preserved food), Citrus Fruits, and Mandarin Orange juice. We proudly showcase Japanese sake that has received high acclaim at international competitions, ready-to-eat Curry made with plant-based ingredient.We also provide fresh citrus fruits and juice sourced from a high-quality farm. | | We look forward to sharing the flavors and traditions of Yokkaichi with you!","・Japanese Sake, Fermented Food | ・Vinegar (Red Vinegar, Brown Rice Vinegar, Sushi Vinegar, Vinegar Beverage) | ・Japanese Tea(Japanese Barley Tea) | ・Curry (ready-to-eat curry, curry powder) | ・Tsukudani with Aosa Seaweed and Shiitake Mushrooms, Genovese sauce with baby sardines and Japanese Basil | ・Citrus fruits, 100% Orange juice, Lemon juice",1,1370,"Japanese Sake, Fermented Food, Vinegar, Japanese Tea(Japanese Barley Tea),Instant Curry,Curry Powder, Tsukudani (Japanese preserved food), Citrus Fruits, 100% Mandarin Orange juice, Lemon juice",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_271.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=271,20250319143622
278,"DAISHO CO., LTD.",,Exports from Japan,S1-T16,Japan exhibitors | Exportable,"We specialize in manufacturing and supply of Japanese seasonings!(>2000 SKU) With retail and food service products in store,we also have a lot of products exclusively for export. Feel free to visit our booth!","AJIKO GB, YAKIICHI(Japanese BBQ Souce), Small Size Souce Bottle, 1L Food Scervice Souce Bottle, Hot Pot Soup",5,1325 | 1322 | 1326 | 1324 | 1323,"1L Big Size Souce Bottle(Grilled Eel Sauce、Wasabi Dressing、Wasabi Steak Sauce) | AJIKO ＧＢ | Hot pot soup series | Small Size Souce Bottle(Yuzu BBQ sauce, Wasabi BBQ sauce, Teriyaki sauce) | YAKIICHI(Garlic Soy Sauce, Black Pepper)",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_278.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=278,20250317230615
279,"Asanosuisan Co., Limited",https://asano-suisan.jp/,Seafood,E7-F16,Japan exhibitors | Exportable,The bonito caught by our own bonito pole-and-line fishing boat (MSC certified) is processed at a processing plant adjacent to the port while maintaining its freshness.,bonito,8,4678 | 4690 | 4689 | 4694 | 4682 | 4679 | 4683 | 4692,Bonito tataki with soy sauce and koji | Deep-fried bonito toro tatsuta in soy sauce and malted rice malt | Fresh bonito | Iron-rich Fe menchi-katsu | Salted rice koji pickled bonito sashimi | Seared bonito marinated in salted rice koji | Seasonal fish marinated in salted rice koji and grilled with cheese | Teriyaki seasonal fish marinated in soy sauce koji and sweet sake,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_279.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=279,20250311094943
282,IYOSHI COLA,https://iyoshicola.com/,Beverage,S2-D03,Japan exhibitors | Exportable,"Iyoshi Cola, the world's first specialty craft cola manufacturer, will be exhibiting at FOODEX for the first time. Please enjoy the world of craft cola made using Japanese herbal methods.","Japanese Craft Cola,IYOSHI COLA",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_282.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=282,20250317195559
283,Kitagawa Vill,https://www.yuzuoukoku.jp,Exports from Japan,S1-A08,Japan exhibitors | Exportable,"A wide range of yuzu products from Kitagawa Village, Kochi Prefecture, a long-established yuzu-producing region, are on display, from household to commercial use.","Yuzu juice, Yuzu ponzu, Yuzu gosyo, yuzu peel, Jam, syrup, Drink",5,6419 | 6422 | 6423 | 6420 | 6418,Yuzu Juice (Yuzu Shibori) | Yuzu Ponzu (Green Yuzu Flavor) | Yuzu pop(Yuzu cider) | Yuzu syrup (Yuzu no Kaze) | Yuzu Tea,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_283.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=283,20250317132845
286,"KUREHA TRADING CO.,LTD.",,Exports from Japan,S1-J15,Japan exhibitors | Exportable,"Samples available,Plant-based food with no animal-derived ingredients","Veggie sage,Plant-based,No animal-derived ingredients,Room temperature storage,Long shelf life,Protein supplement,One-handed,Easy to eat,Snackable",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_286.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=286,20250308033247
288,Tamachanshop,https://tamachanshop.jp/online/,Organic,E5-C15,Japan exhibitors | Exportable,"[Ranked 4th overall in the Rakuten Shop of the Year 2021 (out of approximately 55,000 shops) and winner of the Diet and Health category grand prize] | We offer safe and delicious nutritious food that allows you to enjoy eating while becoming healthier and more beautiful. With the theme of ""Happy Food"" that brings smiles to everyone, we carefully select high-quality ingredients from our local Kyushu region and across Japan, developing and selling over 500 original natural and health food products. | Currently, our main focus is on e-commerce, operating 17 EC malls including our official online shop, Rakuten Marketplace, Yahoo! Shopping, and Amazon. | At the same time, we have a total of 7 physical stores, with our headquarters in Miyakonojo City, Miyazaki Prefecture, and additional locations in Miyazaki, Fukuoka, Kagoshima, Osaka, and Fukui. | We are also beginning to focus on domestic wholesale and exports, capable of providing quick and flexible responses typical of a venture small and medium-sized enterprise. | Furthermore, almost all of our products are manufactured in factories certified with FSSC22000, an international food safety standard.",Organic log-grown shiitake mushrooms | Mushroom chips (5 varieties) | Japanese 30-grain blend | Small fish and almond mix | Collagen,12,1743 | 1648 | 1681 | 1684 | 1680 | 1655 | 1672 | 1676 | 1746 | 1640 | 1740 | 1744,Broad Bean Snack | Healthy UMAMI Shiitake Mushroom Snack | Instant 30-Grain Rice | Japanese 30-Grain Blend | Japanese 30-Grain Soup Stock | Japanese Shiitake Mushrooms | Konayuki Collagen (Collagen Powder) | Konayuki Plant-Based Collagen | MOROCOCCHI (Corn snack) | OH! Osacana (Small fish & Almonds) | Shiitake Mushroom Powder | Tanpaku Otome (Protein powder specialized for beauty),https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_288.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=288,20250309025102
306,yamaei food industries,https://www.yamaei.co.jp/,Local Specialities in Japan,S2-G07,Japan exhibitors | Exportable,,Hakodate Shredded Squid、Hakodate Dried Squid 、Hakodate、Hokkaido、Squid、Scallop、Domestic、Made in Japan、Smoked Squid With Cheese | 、Soft Scallop With Cheese、Soft Roasted Scallop、Soft Scallop Pillar、 | Big Size Grilled Scallops、Jumbo Size Grilled Scallop、Soft Grilled Scallops 、Tasty Cheese Pollacky、Cheese Pollacky、Delicious Baked Cheese、Seaweed Tempura Snack Original Flavor、Seaweed Tempura Snack Plum Flavor、Seaweed Tempura Snack Seafood Flavor、Seaweed Tempura Snack Wasabi Flavor、Seaweed Tempura Snack Kimchi Flavor 、Seaweed TempuraSnack Chili Oil Flavor、Seaweed Tempura Snack Matcha Flavor、Isonohana(KELP)、Citrus Flavor Kelp,5,9622 | 9618 | 9630 | 9628 | 9487,Big Size Grilled Scallops | ISONOHANA(KELP) | Scallop and Cheese | Seaweed Tempura Mentaiko flavor | Tasty Cheese Pollacky,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_306.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=306,20250307013143
308,ROYAL OF JAPAN,https://www.royalofjapan.co.jp/,Condiments / Seasoning,E1-C07,Japan exhibitors | Exportable,"We are a consolidator and exporter located in Tokyo. As a select exporter, we offer tasting and sampling of Ramen noodle soup (animal-free) developed with Ariake Japan, Maruhon Sesame oil, alcohol beverages like sake, etc.","Ramen soup base, sesame oil, ramune, mayonnaise, yuzu juice, noodles, tempura flour,, daifuku, sake, whiskey, beer, yuzu shu, ume shu",15,1588 | 1595 | 1608 | 1273 | 1295 | 1567 | 1566 | 1568 | 1611 | 1785 | 1794 | 1299 | 1297 | 1340 | 1301,"ARIAKE RAMEN SOUP BASE (TONKOTSU STYLE, MISO, TANTAN) | DAITOKU YUZU | HATA RAMUNE (original, yuzu, lychee, strawberry, blueberry, watermelon) | ISEKADO CRAFT BEER | KEIRYU & ENDO | MARUHON PURE SESAME OIL DARK TOASTED 11FLOZ(300g) | MARUHON PURE SESAME OIL DARK TOASTED 5.5FLOZ(150g) | MARUHON PURE SESAME OIL DARK TOASTED 56FLOZ(1.523g) | MINATO SOYMILK DAIFUKU MATCHA | NAMA RAMEN NOODLE (STRAIGHT) | NISSHIN WELNA TEMPURA FLOUR A TYPE | SENJO SAKURA GIN | SENJO YUZUSHU & UMESHU | SSK MAYONNAISE | WHISKY FUJISAN",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_308.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=308,20250311152535
