no,name,has_detail,company_no,company,company_website,company_category,booth,attributes,categories,target_sector,specialities,certifications,exhibited_products,image_url,product_url
292,SAIKA Yuzushu,yes,858,"Kokonoesaika Co.,Ltd.",https://www.kokonoesaika.co.jp,Local Specialities in Japan,S2-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Wakayama Prefecture,Vegan | Kosher | Fruit Liqueur,"・Japanese restaurants, bars, and eateries | ・Liqueur lovers | ・Yuzu lovers | ・People looking for kosher and vegan liqueurs |","This yuzu liqueur is made using sake and features the refreshing aroma and rich acidity unique to yuzu. | It can be enjoyed on the rocks, straight, with soda, warm, or poured over ice cream. | This yuzu liqueur is kosher and vegan certified. | London Sake Challenge 2020: Platinum Award Winner","FDA | Kosher, Vegan","Non-alcoholic, red vinegar, sake, liqueur",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_292.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=292
293,Chaokoh Coconut Ice Cream Mix,no,547,Ampol Food Processing,,Imports Food,E6-BB18,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=293
294,Roi Thai Coconut Water,no,547,Ampol Food Processing,,Imports Food,E6-BB18,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=294
295,Roi Thai Curry,no,547,Ampol Food Processing,,Imports Food,E6-BB18,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=295
296,Mung Korn Som Boon Scallop Sauce,no,547,Ampol Food Processing,,Imports Food,E6-BB18,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=296
299,King Island Roasted Coconut Chips,no,547,Ampol Food Processing,,Imports Food,E6-BB18,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=299
307,Pure Coconut Oil,no,982,Fiji Coconut Millers Pte Limited,https://www.coconut.com.fj,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=307
314,SAIKA Junmai Yamahaishikomi,no,858,"Kokonoesaika Co.,Ltd.",https://www.kokonoesaika.co.jp,Local Specialities in Japan,S2-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Wakayama Prefecture,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=314
324,Farmed Red Seabream Fillet,yes,879,"YORIKISUISAN Co.,Ltd",https://yorikisuisan.co.jp/,Seafood,E7-C13-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : KOCHI SEAFOOD EXPORT PROMOTION ASSOCIATION,Frozen Seafood | Seafood,"Trading and wholesale,Super market,Hotel,banquet","These fillets of proton-frozen sea bream are caught in the Sukumo region,one of japan's leadingaquaculture fishing grounds,and processed on the same day. | The fish is fed with locally ginger,which reduces the fish's distinctive odor and gives it a stronger umami tasete than regular snapper.",Other HACCP,"Fish, Fresh fish, Frozen fish, Seafood, Madai, Kinmedai, Katsuo, Buri, Maguro, Aji, Kue, Shimaaji",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173164740655.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=324
328,Seasonal fishes (Export only),no,879,"YORIKISUISAN Co.,Ltd",https://yorikisuisan.co.jp/,Seafood,E7-C13-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : KOCHI SEAFOOD EXPORT PROMOTION ASSOCIATION,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=328
331,Oyster Soy Sauce,no,911,"Asamurasaki Co.,Ltd.",https://www.asamurasaki.co.jp/,Local Specialities in Japan,S2-K18-13,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Okayama Prefectural Industrial Promotion Foundation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=331
341,SAIKA Nigoriume,no,858,"Kokonoesaika Co.,Ltd.",https://www.kokonoesaika.co.jp,Local Specialities in Japan,S2-C12-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Wakayama Prefecture,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=341
343,TROFICO - Greek Olives jars,yes,940,TROFICO S.A.,https://www.troficosa.com,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A",Vegan | Kosher | Organic Products,TROFICO - Greek Olives jars,,ISO9001 | ISO22000 | FSMA | FDA | EU Organic Certification | Non-GMO Certification,"Olives, Olive pasta, Olive oil",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173175365915.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=343
344,TROFICO Specialties GREEK OLIVES,no,940,TROFICO S.A.,https://www.troficosa.com,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=344
345,4DROPS Greek Extra Virgin Olive Oil,yes,940,TROFICO S.A.,https://www.troficosa.com,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A",Vegetable & Animal Oils & Fats,4DROPS Greek Extra Virgin Olive Oil,,ISO9001 | ISO22000 | FSMA | FDA | EU Organic Certification | Non-GMO Certification,"Olives, Olive pasta, Olive oil",,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=345
347,Steamed Hokkaido Octopus Premium,yes,606,"SHIMIZU SHOTEN CO., LTD.",,,S2-C23-006,"Japan exhibitors | Exportable | Co-exhibitor | Organizer : Organization for SME and Global Business Support, IBARAKI",Seafood,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=347
354,General purpose rice flour,no,1010,NAMISATO CORPORATION,https://www.namisato.co.jp/,Local Specialities in Japan,S2-V10-05,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Tochigi Prefecture (Food Valley TOCHIGI promotion council),,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=354
355,Potato starch with rice flour,no,1010,NAMISATO CORPORATION,https://www.namisato.co.jp/,Local Specialities in Japan,S2-V10-05,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Tochigi Prefecture (Food Valley TOCHIGI promotion council),,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=355
368,CHIOS GARDENS NFC JUICE 12 ORANGES BITS 1L,no,941,CHIOS GARDENS JUICE INDUSTRY S.A.,https://www.chiosgardens.gr,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=368
369,CHIOS GARDENS NFC JUICE 7 APPLES 1L,no,941,CHIOS GARDENS JUICE INDUSTRY S.A.,https://www.chiosgardens.gr,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=369
370,CHIOS GARDENS DRINK LEMONADE 1L,no,941,CHIOS GARDENS JUICE INDUSTRY S.A.,https://www.chiosgardens.gr,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=370
371,CHIOS GARDENS DRINK CHERRY 1L,no,941,CHIOS GARDENS JUICE INDUSTRY S.A.,https://www.chiosgardens.gr,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=371
372,CHIOS GARDENS DRINK MANDARIN low! 1L,no,941,CHIOS GARDENS JUICE INDUSTRY S.A.,https://www.chiosgardens.gr,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=372
373,Soymilk Sesame pudding,no,1021,"HOUMOTO SESAME TOFU CO., LTD",https://www.houmoto.co.jp,Exports from Japan,S1-G06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Fukuoka Food Business Association,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=373
376,Organic baby food in glass jar,no,966,Deva Nutrition,,National Pavilion,E2-S17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Ministry of Agriculture of the Czech Republic,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=376
377,Organic baby food in pouch,no,966,Deva Nutrition,,National Pavilion,E2-S17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Ministry of Agriculture of the Czech Republic,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=377
378,"Fruit, Fruit & Vegetable Smoothie",no,966,Deva Nutrition,,National Pavilion,E2-S17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Ministry of Agriculture of the Czech Republic,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=378
381,83 Islands Distillery,yes,986,Vanuatu Chamber of Commerce and Industry,https://vcci.vu/,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,Others,,"Our exceptional Yumi Rum and Aged Rum from 83 Islands Distillery have both secured Silver Awards at the prestigious London Spirits Award competition, achieving remarkable scores of 88 and 87 points, respectively!",Other HACCP,"Rum, Chocolate, Vanilla, Pepper, Virgin Oil, Coffee",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_381.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=381
382,Tanna Coffee,no,986,Vanuatu Chamber of Commerce and Industry,https://vcci.vu/,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=382
383,Aelan Chocolate,no,986,Vanuatu Chamber of Commerce and Industry,https://vcci.vu/,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=383
384,Soymilk Black Sesame pudding,no,1021,"HOUMOTO SESAME TOFU CO., LTD",https://www.houmoto.co.jp,Exports from Japan,S1-G06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Fukuoka Food Business Association,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=384
385,Sesame tofu,no,1021,"HOUMOTO SESAME TOFU CO., LTD",https://www.houmoto.co.jp,Exports from Japan,S1-G06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Fukuoka Food Business Association,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=385
387,Black Sesame tofu,no,1021,"HOUMOTO SESAME TOFU CO., LTD",https://www.houmoto.co.jp,Exports from Japan,S1-G06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Fukuoka Food Business Association,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=387
388,Peanuts tofu,no,1021,"HOUMOTO SESAME TOFU CO., LTD",https://www.houmoto.co.jp,Exports from Japan,S1-G06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Fukuoka Food Business Association,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=388
389,Gaston Chocolat,yes,986,Vanuatu Chamber of Commerce and Industry,https://vcci.vu/,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,Baked Goods | Health & Wellness Products,,Our 70% Dark is fruity and intense. Amelonado Cocoa Variety harvested on Malekula Island has developed Cherry and Fig flavours which blend with intensity of chocolate and an Arabica coffee finish. It took several seasons of detailed work with the cocoa growers to find the right fermentation patterns and adapt this throughout harvest seasons and temperature variations to come up with this unique combination of fruitiness and strength.,Other HACCP,"Rum, Chocolate, Vanilla, Pepper, Virgin Oil, Coffee",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_389.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=389
391,Activ Association,no,986,Vanuatu Chamber of Commerce and Industry,https://vcci.vu/,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=391
394,Baked Ngali Nut Kernels,no,988,SolAgro Products,,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=394
397,Ngali Nut Butter,no,988,SolAgro Products,,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=397
399,Ngali Nut Salve,no,988,SolAgro Products,,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=399
400,Ngali Nut Soap,no,988,SolAgro Products,,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=400
402,Vanilla Beans,no,989,Turepu Vanilla Ltd,,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=402
403,Vanilla Extract,yes,989,Turepu Vanilla Ltd,,Imports Food,E6-C23-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Pacific Islands Centre,Liquid Seasoning,,"Vanilla is a spice, a perennial plant from the orchid family. This splendid orchid plant was introduced to the Cook Islands in 1942. Vanilla plants thrive in hot-humid tropical climates which makes the Cook Islands ideal conditions. The Cook Islands has a great opportunity to pounce on vanilla production as there is a huge global demand overseas. Vanilla is a money-making crop for a small farmer, a kilogram of these pods can fetch up to $1000 per kilo. The Cook Islands has adequate conditions to grow one of the most profitable spices in the world.",,Vanilla Beans、Vanilla Extract,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_403.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=403
420,CANNED FRUITS,yes,946,KRONOS S.A.,https://www.kronos.com.gr/preload,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A","Baked Goods | Cakes / Dessert | Gluten-free | Juice | Smoothies | Yoghurt (NULLRegular, Flavoured, Fruit, etc.) | Kosher","Our selection of canned fruits provides a range of options to cater to different preferences: Peaches in halves, dices, or slices, Apricots in halves, fruit cocktail in diced form, and Pears halves. | Canned sizes: | - 410g & 820g can be packaged in cartons or trays containing 6, 12, or 24 tins per carton. | -A9,A10 & A12 can be packaged in cartons or trays containing 3 or 6 tins per carton.",,,"Canned: peaches / apricots / fruit cocktail / pears | Glass jars: peaches / apricots / fruit cocktail / pears ( flavors available) | Plastic cups: fruit combinations , olives | Aseptic: peach dices, pear dices, apricot halves | Puree concentrate: Peach / apricot / pear/ apple",,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=420
421,GLASS JARS,yes,946,KRONOS S.A.,https://www.kronos.com.gr/preload,National Pavilion,E1-A15-00,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ENTERPRISE GREECE, INVEST AND TRADE S.A",Baked Goods | Cakes / Dessert | Kosher,"ur selection of glass jars offers a variety of options to suit every need. | Choose from Peach halves or slices, Apricot halves, Pear halves and Fruitcocktail. For those seeking an extra touch of indulgence, we also offer flavored options including: Vanilla, Almond, Cinnamon. (Flavoured or Aroma). | | Also, we have avaiable glass jars of green olives, from whole or pitted to stuffed with pepper paste, almond, garlic, sundried tomatoes, jalapeno, and lemon paste. | | Glass jars can be packaged in cartons or trays containing 6 or 12 jars per carton. | Jar sizes: | - 580ml Cylindrical or Orcio(Amphora) | -720ml Cylindrical",,,"Canned: peaches / apricots / fruit cocktail / pears | Glass jars: peaches / apricots / fruit cocktail / pears ( flavors available) | Plastic cups: fruit combinations , olives | Aseptic: peach dices, pear dices, apricot halves | Puree concentrate: Peach / apricot / pear/ apple",,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=421
